path,truth,pred,correct,frames,fps,fall_frame,hip_v,shoulder_v,ratio,angle,best_frame,best_status,best_recent_upright,best_strong_motion,best_horizontal,best_low_enough,fall_recent_upright,fall_strong_motion,fall_horizontal,fall_low_enough
dataset\Subject 1\Fall\12.mp4,FALL,FALL,True,200,29.268007141393742,92,2.90987799573282,2.263248093792716,2.6119966414507036,1.3871988565208568,122,FALL,True,True,True,True,True,True,True,False
dataset\Subject 1\Fall\13.mp4,FALL,NO FALL,False,128,29.620487503856836,,2.25882111484479,4.637764135138145,1.460927525157204,69.24771656972929,17,DESCENDING,True,True,False,False,,,,
dataset\Subject 1\Fall\14.mp4,FALL,NO FALL,False,169,29.663000234027614,,2.3100139576366074,1.7557733848536061,1.114925224610998,66.42003757454022,5,DESCENDING,True,True,False,False,,,,
dataset\Subject 1\Fall\15.mp4,FALL,FALL,True,178,29.658922392486406,73,3.685506926990529,4.076670079684294,2.996586805033049,0.006221300482444115,72,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 1\Fall\16.mp4,FALL,FALL,True,181,29.685270529578666,104,5.26743271382141,3.789998565464119,2.8059875484099788,0.09239575066477669,103,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\ADL\01.mp4,ADL,NO FALL,True,340,29.841139814516836,,1.8569377062994923,1.1373293079834925,0.7212646905355113,57.25119823298973,6,DESCENDING,True,True,False,False,,,,
dataset\Subject 2\ADL\02.mp4,ADL,NO FALL,True,352,29.84720267268133,,3.1358420538467966,4.349966133039292,0.5709039918428918,2.2849099582877397,51,DESCENDING,True,True,False,False,,,,
dataset\Subject 2\ADL\03.mp4,ADL,FALL,False,356,29.822405897464538,304,3.220264882444771,9.103108843692755,6.224530393585473,0.8286755121253048,301,POSSIBLE_FALL,True,True,True,False,True,True,True,False
dataset\Subject 2\ADL\04.mp4,ADL,NO FALL,True,234,29.841102505462366,,0.5200233861420239,1.0321445303176513,0.40989746641111324,0.29467739902789347,67,DESCENDING,True,True,False,True,,,,
dataset\Subject 2\ADL\05.mp4,ADL,NO FALL,True,323,29.85893272033674,,1.0725055764448255,1.018308291157274,0.5308312405084437,30.589130284405176,32,DESCENDING,True,True,False,False,,,,
dataset\Subject 2\ADL\06.mp4,ADL,NO FALL,True,321,29.85102386222032,,1.4055398912414723,1.3649249502814593,0.30505638755525116,24.302140639573157,76,BENDING,True,True,False,False,,,,
dataset\Subject 2\ADL\07.mp4,ADL,NO FALL,True,388,29.86131420567365,,0.2568036239558157,0.2172076103175573,0.3536559857269927,85.10187186408236,108,OK,True,False,False,False,,,,
dataset\Subject 2\ADL\08.mp4,ADL,FALL,False,408,29.85598876009835,59,0.531836149629334,1.4105549758681037,0.7954371762618375,0.05327464327449023,52,DESCENDING,True,True,False,True,True,False,False,True
dataset\Subject 2\ADL\09.mp4,ADL,FALL,False,327,29.83449609809801,129,3.445994492981178,1.956273331644952,0.5623854303072822,2.2112050053880146,120,DESCENDING,True,True,False,True,True,False,False,True
dataset\Subject 2\ADL\10.mp4,ADL,NO FALL,True,226,29.86244775172766,,5.6177708325345455,0.3806258087718902,0.6548996243470411,5.271770768935475,6,DESCENDING,True,True,False,False,,,,
dataset\Subject 2\ADL\11.mp4,ADL,NO FALL,True,298,29.84387048961974,,0.4530791190241492,0.3256261032255084,0.3381440517131137,82.55950950495462,276,OK,True,False,False,False,,,,
dataset\Subject 2\ADL\12.mp4,ADL,FALL,False,227,29.862396183226192,121,8.768182898113752,5.965993807728721,1.7951914310386154,11.019845311679967,116,POSSIBLE_FALL,True,True,True,False,True,False,True,False
dataset\Subject 2\ADL\13.mp4,ADL,NO FALL,True,145,29.907390219252107,,4.747036027479411,2.3219016292086407,0.730481064951576,11.825176658591728,17,DESCENDING,True,True,False,False,,,,
dataset\Subject 2\ADL\14.mp4,ADL,NO FALL,True,166,15.012344488088097,,1.4510500836993097,1.5300995552507761,0.7310045382350817,41.60616878690388,60,BENDING,True,True,False,False,,,,
dataset\Subject 2\ADL\15.mp4,ADL,NO FALL,True,179,15.015015015015015,,2.2271567050785173,2.1541558106142973,0.953980804375249,56.752848896244515,49,DESCENDING,True,True,False,False,,,,
dataset\Subject 2\ADL\16.mp4,ADL,NO FALL,True,173,14.994626203325975,,2.7868976361985474,1.3520300839922337,2.522981940607973,0.28706383380281497,135,LYING,False,True,True,False,,,,
dataset\Subject 2\ADL\17.mp4,ADL,NO FALL,True,175,15.001414419073798,,1.2974575350765114,0.3862011220956529,2.3276235499587803,2.074471433220914,3,LYING,False,True,True,False,,,,
dataset\Subject 2\ADL\18.mp4,ADL,NO FALL,True,175,15.001714481655046,,0.2906746285190425,0.3135068163504319,0.2402737575530184,83.16819818610468,17,OK,True,False,False,False,,,,
dataset\Subject 2\ADL\19.mp4,ADL,NO FALL,True,170,15.00520768972761,,2.886018639481602,1.8103689792232953,0.9195567980552688,9.397013923920303,19,DESCENDING,True,True,False,True,,,,
dataset\Subject 2\ADL\20.mp4,ADL,NO FALL,True,175,15.001628748264098,,3.8007560038999233,2.8524963744598906,0.6926328273779165,0.13180293594402848,20,BENDING,True,True,False,False,,,,
dataset\Subject 2\ADL\21.mp4,ADL,NO FALL,True,158,15.005698366468279,,0.44302389908861606,0.8342819088695137,0.4477293566923566,0.2669895556385494,39,OK,True,False,False,True,,,,
dataset\Subject 2\ADL\22.mp4,ADL,NO FALL,True,182,15.004987921809173,,1.7867796997359786,1.8733917594082854,2.3367812274099755,0.19234616565267526,39,LYING,False,True,True,False,,,,
dataset\Subject 2\ADL\23.mp4,ADL,NO FALL,True,109,14.971910498193756,,0.3987217122118526,0.16785633505056188,0.6012574268654495,83.45235550383275,2,DESCENDING,True,True,False,False,,,,
dataset\Subject 2\Fall\01.mp4,FALL,FALL,True,190,29.836214883560245,73,3.5907001683883046,7.957736027009396,2.6723242424111784,0.9470802342036693,72,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\02.mp4,FALL,FALL,True,252,29.829898554670393,109,6.699871588981594,5.323133653082374,5.304923921618672,0.025800668300877665,108,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\03.mp4,FALL,FALL,True,210,29.822908727697907,25,3.1510500379839756,3.239580530481037,3.6446267099787497,0.25044644222042933,24,POSSIBLE_FALL,False,True,True,False,False,True,True,False
dataset\Subject 2\Fall\04.mp4,FALL,FALL,True,305,29.87374669021741,172,6.9858130932695826,8.619038279535882,3.779158422754379,2.8841014887448666,117,DESCENDING,True,True,False,False,False,True,True,False
dataset\Subject 2\Fall\05.mp4,FALL,FALL,True,135,29.813609728806572,67,2.5505920969503735,2.2323300695253128,2.0415525607764007,0.44289701471707577,75,FALL,True,True,True,True,True,True,False,True
dataset\Subject 2\Fall\06.mp4,FALL,FALL,True,194,29.864225531347174,110,2.357357199811965,3.014402234876736,3.8631592369912973,0.06994506815187612,117,FALL,True,True,True,True,True,True,True,False
dataset\Subject 2\Fall\07.mp4,FALL,FALL,True,135,29.81404867419502,73,2.8532145449448034,3.4254679306842934,3.4298392372943387,0.05755175113347554,73,FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\08.mp4,FALL,FALL,True,181,29.846644313747046,110,2.017030423030357,4.052046465239229,2.192382898987603,6.0624374771331775,110,FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\09.mp4,FALL,FALL,True,167,29.820541055325734,95,5.795586541042047,9.468233909733572,3.613736852025401,0.6805149995258507,66,DESCENDING,True,True,False,True,True,False,True,False
dataset\Subject 2\Fall\10.mp4,FALL,FALL,True,167,14.99438832772166,51,4.246135338313676,8.123582447770154,3.015152089477336,1.4696863835845355,50,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\11.mp4,FALL,FALL,True,159,15.009439899307742,45,3.6560388760668676,7.619994287525241,3.6556863448930965,0.22603298236146424,44,POSSIBLE_FALL,True,True,True,False,True,False,True,False
dataset\Subject 2\Fall\12.mp4,FALL,FALL,True,184,15.011340088436373,127,18.204866252698295,18.226845107072158,2.735703951925719,19.578710285998127,126,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\13.mp4,FALL,FALL,True,133,14.950539568345324,63,3.026279844610644,3.9318332003834966,5.715293294027326,0.16664751643161255,64,FALL,True,True,True,True,True,False,True,False
dataset\Subject 2\Fall\14.mp4,FALL,FALL,True,168,14.998080602780002,76,2.5727205423922705,4.535001151161349,3.2306065252440055,8.149443475201945,76,FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\15.mp4,FALL,NO FALL,False,348,29.832066042022067,,8.634226281489726,4.328648776717175,0.9958613844080086,1.679314970895874,240,DESCENDING,True,True,False,True,,,,
dataset\Subject 2\Fall\16.mp4,FALL,FALL,True,120,29.869569546314427,48,4.109661818431466,4.919431928562039,1.782755325492258,0.23836306109471828,47,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\17.mp4,FALL,FALL,True,194,29.858250265492174,98,3.135816439667968,4.961430137124935,1.5478812652847354,0.31237195770065607,97,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\18.mp4,FALL,FALL,True,345,29.860994904877586,322,3.454570721159124,4.311555334668642,1.8942900828329565,5.151212955436761,321,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\19.mp4,FALL,FALL,True,463,29.829975581942236,264,2.1037483051626764,2.3609094590813626,1.9683049291687034,4.371128870754959,263,POSSIBLE_FALL,True,True,True,True,True,False,True,True
dataset\Subject 2\Fall\20.mp4,FALL,FALL,True,342,29.849096235697306,262,2.6426246021329103,4.429382194931665,2.6470113539868296,1.9957808101647623,261,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\21.mp4,FALL,FALL,True,283,29.82180680105799,209,3.7268153177296575,5.128430915650792,2.485081964387452,0.8008592559706994,208,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\22.mp4,FALL,FALL,True,155,29.80005126890541,60,3.628601887592293,4.886792966872546,2.0764522238183005,3.527603744962462,59,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\23.mp4,FALL,FALL,True,225,29.849426227695844,133,3.3767458713666496,10.42475730977303,2.9985164265463378,2.500346340256739,132,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\24.mp4,FALL,FALL,True,213,29.843218023622377,156,4.402343036409377,4.264420485256381,1.163715799187547,29.29600235750027,156,FALL,True,True,True,True,True,True,True,True
dataset\Subject 2\Fall\25.mp4,FALL,FALL,True,218,29.871606900615244,120,2.5211598432619335,4.818853171985018,2.398019752462909,4.558885434580541,122,FALL,True,True,True,True,True,True,True,False
dataset\Subject 3\ADL\01.mp4,ADL,NO FALL,True,261,29.816644770663164,,0.8925510191028063,0.2670095047095489,0.44200111686611326,84.38769981988926,24,OK,True,False,False,False,,,,
dataset\Subject 3\ADL\02.mp4,ADL,NO FALL,True,273,29.8767719953598,,0.31358909443861993,0.26742641312665577,0.47363200060257993,87.89460507576948,39,OK,True,False,False,False,,,,
dataset\Subject 3\ADL\03.mp4,ADL,NO FALL,True,296,29.833396606115173,,1.8517774436859396,3.704345368077645,1.5953303229418447,15.075628216692387,3,LYING,False,True,True,False,,,,
dataset\Subject 3\ADL\04.mp4,ADL,FALL,False,300,29.852231454301208,32,0.8377367977683199,1.7446113761547586,0.5108870795019703,1.2048927746156974,24,DESCENDING,True,True,False,True,True,False,False,True
dataset\Subject 3\ADL\05.mp4,ADL,NO FALL,True,154,29.791267676474572,,0.6593953831071937,1.7306911256463922,0.4839844582110945,0.750167329418188,54,BENDING,True,True,False,False,,,,
dataset\Subject 3\ADL\06.mp4,ADL,FALL,False,267,29.847742974042525,126,2.3651545958682085,1.6241010373990277,0.8725999809064595,0.777504362786074,118,DESCENDING,True,True,False,True,True,False,False,True
dataset\Subject 3\ADL\07.mp4,ADL,NO FALL,True,100,29.890898221491558,,2.7216179219091994,2.10516302900881,0.6984130788697517,86.89070841008298,14,DESCENDING,True,True,False,False,,,,
dataset\Subject 3\ADL\08.mp4,ADL,FALL,False,146,29.819246349184738,61,2.2357722319598583,2.5063808156360996,2.6596924461176825,0.23991018319108057,85,FALL,True,True,True,True,True,False,True,False
dataset\Subject 3\ADL\09.mp4,ADL,NO FALL,True,232,29.835518842244696,,3.40817372548222,2.027696365639866,3.2523760715840755,0.31427320743151405,2,LYING,False,True,True,False,,,,
dataset\Subject 3\ADL\10.mp4,ADL,NO FALL,True,371,29.838582117761867,,0.3799121384104067,0.3854398396929547,0.2867206963292961,86.47587229308535,360,BENDING,True,False,False,False,,,,
dataset\Subject 3\ADL\11.mp4,ADL,NO FALL,True,361,29.880395646235982,,0.5400896317440853,0.36204318234710964,0.24285132460718117,82.1748822297863,5,OK,True,False,False,False,,,,
dataset\Subject 3\ADL\12.mp4,ADL,NO FALL,True,160,14.990630855715178,,0.8507729252502141,1.1326308076068539,0.43906378026564236,55.76054225189533,11,DESCENDING,True,True,False,False,,,,
dataset\Subject 3\ADL\13.mp4,ADL,NO FALL,True,130,15.043684545507146,,2.9201223235648834,1.8437957486076963,0.8414685330480798,24.76676024236587,9,DESCENDING,True,True,False,False,,,,
dataset\Subject 3\ADL\14.mp4,ADL,NO FALL,True,133,15.001748324052803,,2.889806960367755,2.1244402544367174,0.9103123855007499,8.515623838298515,9,DESCENDING,True,True,False,False,,,,
dataset\Subject 3\ADL\15.mp4,ADL,NO FALL,True,115,15.00280487221524,,1.1540903443971846,0.37491331635277014,1.0158038598412262,70.64530658558851,5,DESCENDING,True,True,False,False,,,,
dataset\Subject 3\ADL\16.mp4,ADL,NO FALL,True,306,29.83250898549971,,0.3273283341323982,0.20793654620286195,0.31703567675691047,85.46681454371624,179,OK,True,False,False,False,,,,
dataset\Subject 3\ADL\17.mp4,ADL,NO FALL,True,182,15.00482297881462,,0.3255546184319986,0.19327770531216185,0.38342189013846134,84.04300554958083,117,OK,True,False,False,False,,,,
dataset\Subject 3\ADL\18.mp4,ADL,NO FALL,True,167,15.0160050832624,,1.076629607663339,1.3754155761242495,0.41514032696540315,59.93931971823711,12,DESCENDING,True,True,False,False,,,,
dataset\Subject 3\ADL\19.mp4,ADL,NO FALL,True,98,15.046136367125728,,1.348684176037491,1.622762297419507,0.702202980421085,0.9223052173095204,57,DESCENDING,True,True,False,False,,,,
dataset\Subject 3\ADL\20.mp4,ADL,NO FALL,True,141,15.010699115326881,,0.25848039166561415,0.16895989342902948,0.4071979268542498,85.76672611447691,90,OK,True,False,False,False,,,,
dataset\Subject 3\ADL\21.mp4,ADL,NO FALL,True,305,29.82826741775222,,0.4220800486922357,0.5296170258580948,0.4473878863604462,46.379875053940786,248,BENDING,True,False,False,False,,,,
dataset\Subject 3\ADL\22.mp4,ADL,NO FALL,True,283,29.822121058843365,,1.183130638686045,0.45413320436764776,0.4974757437182196,78.80554414674812,119,DESCENDING,True,True,False,False,,,,
dataset\Subject 3\Fall\01.mp4,FALL,FALL,True,114,29.925187032418954,27,3.8159144711045103,3.4597585376562088,1.4987657551861928,0.9265802732491139,26,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 3\Fall\02.mp4,FALL,FALL,True,196,29.870307999451363,192,11.214586278324672,8.624926734276084,1.7140845737276993,0.015845206649129404,91,DESCENDING,True,True,False,False,False,True,True,False
dataset\Subject 3\Fall\03.mp4,FALL,FALL,True,167,29.812733190914553,84,3.425968894958569,4.595809393467793,2.814344510004557,2.7984150161050123,109,FALL,True,True,True,True,True,False,True,False
dataset\Subject 3\Fall\04.mp4,FALL,FALL,True,163,29.866972869306036,72,2.854189589984569,7.572136649076447,2.124575690030749,2.1020791947184057,71,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 3\Fall\05.mp4,FALL,FALL,True,300,29.852627528766323,124,4.079274999704413,4.259064820993415,1.6736602485539631,2.1611986874442004,157,FALL,True,True,True,True,True,True,True,False
dataset\Subject 3\Fall\06.mp4,FALL,FALL,True,166,29.89034205835219,22,1.9384562503251275,2.4434151762944203,3.768509077550374,2.53171957257863,22,FALL,True,True,True,True,True,True,True,True
dataset\Subject 3\Fall\07.mp4,FALL,FALL,True,269,29.804773195647837,70,5.061581646305902,3.6179863639984835,2.1008083882744932,0.7084564899296745,68,POSSIBLE_FALL,True,True,True,False,True,True,True,False
dataset\Subject 3\Fall\08.mp4,FALL,FALL,True,186,29.35003865999716,18,4.4150517120854875,4.073093549461499,2.2020165400000566,1.5555669240431966,22,FALL,True,True,True,True,True,True,False,True
dataset\Subject 3\Fall\09.mp4,FALL,FALL,True,186,29.88319846621003,112,7.403519606872208,3.454254834064746,1.8191806608906649,4.319857998717909,171,POSSIBLE_FALL,True,True,True,True,True,True,True,False
dataset\Subject 3\Fall\10.mp4,FALL,FALL,True,131,29.87071226067327,62,16.85811325756173,10.220575952666545,5.838910750960118,1.5178332598563802,61,POSSIBLE_FALL,True,True,True,False,True,True,True,False
dataset\Subject 3\Fall\11.mp4,FALL,FALL,True,267,29.847409311944553,178,4.339712412353495,4.768336572829664,4.069317572876428,3.779890484642236,178,FALL,True,True,True,True,True,True,True,True
dataset\Subject 3\Fall\12.mp4,FALL,FALL,True,127,29.839057054469986,95,2.68085579825971,2.39701335281375,1.5930914995362309,0.05391805095762788,98,FALL,True,True,True,True,True,True,True,False
dataset\Subject 3\Fall\13.mp4,FALL,FALL,True,121,29.889581463519065,52,3.352265629036955,3.398715910996142,2.910632576244216,3.10159935360428,53,FALL,True,True,True,True,True,True,True,False
dataset\Subject 3\Fall\14.mp4,FALL,NO FALL,False,367,29.8238200494084,,3.7173094876929853,3.349843359810781,1.2375483640917126,2.711271269705953,254,DESCENDING,True,True,False,True,,,,
dataset\Subject 3\Fall\15.mp4,FALL,NO FALL,False,85,15.04522417384019,,10.144510248430826,8.159811951184349,0.8726043168861967,4.092000319278117,32,DESCENDING,True,True,False,False,,,,
dataset\Subject 3\Fall\16.mp4,FALL,FALL,True,91,14.96636679111228,39,3.1212583681594155,20.421645075642687,2.9056495943323966,0.07977082849112635,38,POSSIBLE_FALL,True,True,True,False,True,False,True,False
dataset\Subject 3\Fall\17.mp4,FALL,FALL,True,128,15.035179971887345,46,1.1889739008601845,1.7418254681495944,2.174782414577346,1.7454726746984548,69,FALL,True,True,True,True,True,False,False,True
dataset\Subject 3\Fall\18.mp4,FALL,NO FALL,False,178,14.991241072631722,,4.968623033982163,11.502567144092058,1.0567971672759977,5.026771696666176,69,DESCENDING,True,True,False,True,,,,
dataset\Subject 3\Fall\19.mp4,FALL,NO FALL,False,86,15.051630593314275,,5.933677614837071,13.808795404262037,1.0397519064784129,25.662637023662548,34,DESCENDING,True,True,False,True,,,,
dataset\Subject 3\Fall\20.mp4,FALL,FALL,True,94,15.060723555612523,41,1.8058359630360288,2.3615694511770093,2.5324107780324665,1.3064084141574266,40,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 3\Fall\21.mp4,FALL,FALL,True,274,29.881238435560856,199,3.3881983458884517,3.576230852539522,2.6528194942380927,0.3175424736797651,199,FALL,True,True,True,True,True,True,True,True
dataset\Subject 4\ADL\01.mp4,ADL,NO FALL,True,370,29.835341171158095,,0.5040718388375306,0.3266399202645621,0.2698294926394793,78.03697988128708,264,OK,True,False,False,False,,,,
dataset\Subject 4\ADL\02.mp4,ADL,NO FALL,True,315,29.82540303745692,,0.36486381231404974,0.3256578128492318,0.18655561923172698,83.97313051094827,34,OK,True,False,False,False,,,,
dataset\Subject 4\ADL\03.mp4,ADL,NO FALL,True,267,29.84674201012777,,1.7594250699274574,0.9712999304959455,0.6692866631395538,63.7991150484151,21,BENDING,True,True,False,False,,,,
dataset\Subject 4\ADL\04.mp4,ADL,NO FALL,True,388,29.82443553924834,,0.643288191004144,0.6858858670062291,0.6608941392469102,67.81833066641491,181,OK,True,False,False,False,,,,
dataset\Subject 4\ADL\05.mp4,ADL,NO FALL,True,220,29.88453701607426,,4.056559021831829,4.009541040771342,1.5503317962346224,4.7623345921304745,7,DESCENDING,True,True,False,False,,,,
dataset\Subject 4\ADL\06.mp4,ADL,FALL,False,196,29.79810265142301,70,4.046414253570471,2.2605116580429394,2.0348182198001394,0.1340443865357485,97,FALL,True,True,True,True,True,False,False,True
dataset\Subject 4\ADL\07.mp4,ADL,FALL,False,149,29.83938799214964,44,2.876927473885113,7.240098392616619,2.576048780666986,1.6905092360584577,30,LYING,False,True,True,False,False,True,True,False
dataset\Subject 4\ADL\08.mp4,ADL,NO FALL,True,368,29.82776089159068,,1.508464524262667,2.633961857241915,2.818006507834236,0.055001527819552753,3,LYING,False,True,True,False,,,,
dataset\Subject 4\ADL\09.mp4,ADL,NO FALL,True,362,29.84467577579668,,1.8114094934865868,0.5945052821599339,0.5134328030051288,85.67200911209991,53,DESCENDING,True,True,False,False,,,,
dataset\Subject 4\ADL\10.mp4,ADL,FALL,False,382,29.840952410711495,158,9.56846322463666,7.621726462046766,7.400292195410176,0.021228974046852978,178,FALL,True,True,True,True,True,False,True,False
dataset\Subject 4\ADL\11.mp4,ADL,NO FALL,True,320,29.846662770019027,,2.7143049022452126,1.088722593212251,0.732661387032028,83.5577464321914,22,DESCENDING,True,True,False,False,,,,
dataset\Subject 4\ADL\12.mp4,ADL,NO FALL,True,257,29.85143972216092,,0.9541055622319432,0.6026966383331839,0.6496131588475995,80.22020994151508,63,DESCENDING,True,True,False,False,,,,
dataset\Subject 4\ADL\13.mp4,ADL,NO FALL,True,164,29.875034914929017,,0.6534892530255525,0.35266457053924094,0.2702653287826501,80.85816621501208,122,OK,True,False,False,False,,,,
dataset\Subject 4\ADL\14.mp4,ADL,NO FALL,True,248,29.859132319300077,,0.260991684469159,0.7033508467616169,0.3371901470061984,20.336944685436873,85,BENDING,True,False,False,False,,,,
dataset\Subject 4\ADL\15.mp4,ADL,FALL,False,159,29.83356995878339,56,2.3197708738452594,2.9055040961687117,2.21399655405538,0.043782404765655,52,POSSIBLE_FALL,True,True,True,False,True,False,True,False
